userID	Action	Thriller	Romance	Western	Children's	Mystery	Fantasy	Film-Noir	Documentary	Comedy	Adventure	Sci-Fi	Horror	Crime	Musical	War	Animation	Drama	user_timestamp_sum
0	0.03571338455504305	0.03174523887028998	0.06150633340016747	0.0	0.08333124255423749	0.0	0.023808923798578525	0.0	0.0	0.12896501878749048	0.025792999307884125	0.02380889965627921	0.0	0.01587261239769719	0.10515608345114812	0.01984712719985565	0.07539490611870035	0.36905722990262835	41089706785
1	0.10825247203018928	0.06715212912741841	0.07637541330412376	0.006472489580626077	0.0	0.003236248609437389	0.0	0.0024271840876992495	0.0	0.11731394251258868	0.03543689814619914	0.03300971685130693	0.004854364394316531	0.03559869898614962	0.0	0.04757280892606539	0.0	0.46229763344387953	100764808380
2	0.19541667341614638	0.05208332787316813	0.019583333914530012	0.07083332413197536	0.008333337377773952	0.00833333536747912	0.014583333688116297	0.0	0.0	0.2562500236537593	0.21625001199668994	0.030833332739700084	0.02083333464939499	0.0	0.0	0.009999999399978102	0.008333337377773952	0.08833329441351429	39131905128
3	0.34791668080719257	0.03645833211748928	0.0333333321961498	0.03125000259939074	0.015624997051228785	0.0	0.031249997855802108	0.0	0.0	0.0	0.11354166559217198	0.1135416580854829	0.06770833845425288	0.02083333506626049	0.0	0.045833332839808456	0.0	0.14270832733477004	15652706378
4	0.06329115400740828	0.0764768020299942	0.066983157693528	0.006329116324045431	0.012130797706008138	0.011603372632097169	0.0	0.00685653340335165	0.03164559179086541	0.20200417306268464	0.017405054217860833	0.027426150847527243	0.034810090109810184	0.05221520917195975	0.0047468239037761735	0.013713069914398322	0.010548512582675805	0.36181439060200876	154562571284
5	0.040773794757907204	0.01785713346340019	0.20505946209361894	0.029761927224937878	0.08601193054370426	0.0	0.01190476378779153	0.0	0.0	0.21845234353156232	0.03839284997448498	0.008035709168627454	0.0	0.008928574565885678	0.15446437905213636	0.00952380098665519	0.044345255178049194	0.12648807567123882	54781273975
6	0.3486111150197957	0.16319445454270778	0.01388888961298229	0.0	0.0	0.01388888857653487	0.0	0.0	0.0	0.031249997092977964	0.07083333272708259	0.13333332566362247	0.04166666572960462	0.027777777536413306	0.0	0.049999999372452385	0.0	0.10555555412582603	23477634216
7	0.10615607352773208	0.08558555273519738	0.09039036895060656	0.0	0.0	0.012012015010174234	0.0	0.0	0.0	0.05705704933482264	0.018318302584835754	0.0310810662446812	0.004504508659316246	0.03753752986327272	0.004504505633995681	0.024324321257975855	0.0	0.5285287061973896	108583534519
8	0.06388887657956054	0.12599206850796763	0.08373016520160097	0.0	0.01587301387215475	0.0029761907696045516	0.0	0.0029761907696045516	0.02380952835956082	0.16269842680136393	0.010317455799016361	0.022222221266761776	0.003968253686080007	0.06249999453552957	0.0	0.03015872013226787	0.043650790638153185	0.3452381030807735	82170969515
9	0.0692168724980018	0.017707207880836386	0.09070188241927891	0.007291197773190185	0.05770470187653133	0.005207996253919351	0.022238191668638236	0.0031247961433571703	0.0	0.3132715138646627	0.05562398631622705	0.05239252709083482	0.025624892285861994	0.012238806042748103	0.041977990676486936	0.02354190565146686	0.02661288805488447	0.17552264350307367	313052666517
10	0.03133846209787673	0.07796428978437518	0.08332959643348789	0.0030591784398248654	0.01987934070440948	0.0030570493642438196	0.004588772014579393	0.0	0.009177536163254549	0.3433237256064517	0.028286741766560736	0.006114098453477877	0.025996637712059324	0.030576855243271625	0.00917541335977116	0.013766309787266074	0.0030591784429499762	0.3073068146261397	106662880057
11	0.13888885716394508	0.05555560895316364	0.0	0.0	0.013888901301214	0.0	0.0	0.0	0.0	0.2222221007082728	0.09722220747824784	0.055555610656939834	0.02777775853141703	0.14814806980809792	0.013888901301214	0.01851853506828533	0.0	0.20833344902920253	17607946424
12	0.24302325057913096	0.08720929726984282	0.03236433873995993	0.01356589456075207	0.016472870438579375	0.013565890356709274	0.03003876576802542	0.003875970263375965	0.0	0.06104651294493582	0.20135661510053815	0.10251938479698096	0.01841084488977975	0.032945733839052235	0.0029069773201190843	0.0375968952608121	0.00775193672290548	0.09534882114850059	84125372619
13	0.0833333467763825	0.0916666877104056	0.13333334200742247	0.0	0.0	0.025000007237778565	0.0	0.0	0.0	0.24166664575071337	0.0	0.07500000236659003	0.11666664582738473	0.016666671491852376	0.0	0.0	0.0	0.21666665083147033	19564013836
14	0.100520815404069	0.14999992913874918	0.06093746705225233	0.009895837074510022	0.002083332853962967	0.013541688986553163	0.001562500937499645	0.001562522084477485	0.0	0.22552069993002666	0.016666649589351955	0.032812486946069266	0.01822915551050375	0.036979208555557516	0.011458325914407042	0.024479291067452964	0.005208328023394391	0.2885417609311626	156511725933
