userID	Action	Thriller	Romance	Western	Children's	Mystery	Fantasy	Film-Noir	Documentary	Comedy	Adventure	Sci-Fi	Horror	Crime	Musical	War	Animation	Drama	user_timestamp_sum
0	0.016129033419677405	0.0	0.11559139506631465	0.0	0.01075268961143931	0.0	0.0	0.0	0.03225804650537286	0.5698925058861934	0.026881723519181087	0.008064515597967052	0.0	0.0	0.0	0.01075267980134541	0.0	0.2096774105925088	27318800686
1	0.16314823249713034	0.28534409739289857	0.0320274711820838	0.027367421918606825	0.04492822065689043	0.03991081657688169	0.007297985277423648	0.007985784076965907	0.0	0.07605264102976445	0.04957344625034378	0.03649531475491448	0.013683702459752218	0.054837263881858465	0.01710465628458653	0.009122470760889581	0.01984140076167453	0.11527907423733476	64238685954
2	0.13643795943488415	0.038235318106350384	0.06356209538730602	0.01143790499242629	0.03921569114352608	0.006535950139526273	0.002450980854730907	0.004901963957179604	0.0	0.43970575154804165	0.060130741835438775	0.06715687963544559	0.01127450587909878	0.015849676315701153	0.011764699925403197	0.04313726302876256	0.0	0.04820261781617863	89646485335
3	0.06904760426562694	0.057936455089786155	0.09470899345271168	0.0030864239502892575	0.011022936406645574	0.01190474698753842	0.0013227511390031105	0.005291002396001342	0.005291008858009513	0.26825399854240045	0.026984134591493715	0.037125202596142645	0.019312203684000218	0.01516752573450271	0.015432109646860289	0.039594369690715094	0.01825396470883579	0.3002645682594371	166434329942
4	0.14062500676052456	0.2760416813940998	0.09895833241119323	0.0	0.0	0.04687500440798394	0.0	0.0	0.0	0.12499999907455474	0.0	0.031249997274343345	0.031249995441080338	0.03124999847301531	0.0	0.05208333637040967	0.0	0.16666664839279505	14182362229
5	0.07244268678390248	0.06188112665584802	0.08399271086101749	0.016502112017658634	0.05478519630933837	0.023102313998482123	0.002475317239938955	0.004950632038667799	0.0	0.13976913679304004	0.05792112437612284	0.026237617801368674	0.020627640193779204	0.02145190855029963	0.044059547958129004	0.07079135120107313	0.02343202361544705	0.27557755360588654	89299974235
6	0.09132422415457743	0.1678082595762579	0.043379003886094565	0.027397256747813372	0.009132422538141095	0.021689493329302728	0.00456621064982406	0.026255713428465454	0.03424657933734563	0.07762554000573553	0.029680374662343332	0.02968037468695773	0.028538831305426064	0.049086755728064174	0.004566207851555412	0.026255705904231978	0.004566207851555412	0.3242008383563081	64325489308
7	0.11190475405170217	0.12554111401513174	0.1021644997242604	0.008658010695098143	0.02380952832032104	0.0075757564360070485	0.0	0.006493507966702975	0.0	0.1320346363507024	0.05021645388678331	0.0339826847820526	0.03354978130045389	0.043290042102261284	0.01731602070319011	0.039393941372420076	0.0119047643859258	0.252164503906987	68655375151
8	0.06009519548469927	0.08190468605722566	0.08276185338881285	0.007619066063364007	0.010000020486925556	0.020952367056176067	0.0014285735180609058	0.009047611832702557	0.005714300010109165	0.16352372537436297	0.038190552117460294	0.05152387131446146	0.004000011813580133	0.03142857524773556	0.029523834228934464	0.04276185295298255	0.011428595236400487	0.348095307816006	155106240385
9	0.03859273432249111	0.04335426292895868	0.08402797465075329	0.006944711157149095	0.03223918264147536	0.03472298419564478	0.003968402837751416	0.018353321865085526	0.005952611579487227	0.1648782665735604	0.05198500328946024	0.02847218652627334	0.003472356938839039	0.03719987194532817	0.01855155531120495	0.047322503157560175	0.019345229057110214	0.360616841021867	148439268916
10	0.10244564337297205	0.10525362301418215	0.1013587027514556	0.001811594287205733	0.019021736546458824	0.01041665777748192	0.0031702885188260124	0.006793482995927053	0.005434776903820063	0.1509964029995492	0.06168478957564976	0.0569746241101897	0.009510873817977335	0.02219201627949115	0.015126826715233506	0.05153985521859734	0.010869562538326247	0.2653985425766564	161804770750
11	0.06505064977465609	0.061902736216342215	0.1000582445649042	0.004387354856052526	0.030844169232561353	0.010968217518902437	0.006578082894552137	0.0036561250419962213	0.00438735553100436	0.3173364207385676	0.040563551844068756	0.04809244058286609	0.03150896854120913	0.023535129165580086	0.029017352441832525	0.011991179147324067	0.022949456306420462	0.1871725656011597	200014272333
12	0.1286866109282696	0.10316133242699389	0.06275078205036203	0.010662177891161348	0.06523460437304404	0.0063108621856151886	0.014453128672073547	0.005825414653695669	0.005825417012513469	0.11684603914093207	0.08625877632961379	0.06528343991905407	0.027670727793380742	0.011650833893249406	0.030062468003092833	0.03270164694751549	0.024413469330410244	0.20220226844902253	151770942252
13	0.09746040107681014	0.05714293827707124	0.0950793106232612	0.006349204231794787	0.03809528546169149	0.010317485513435231	0.007936497742435322	0.009523836590565967	0.0	0.23333268040767596	0.040317474615093635	0.05460321522524764	0.03174611712118235	0.026190499023516386	0.0150793969328183	0.04269847287114805	0.0317460824314582	0.20238110185479408	93212041288
14	0.07068424708463936	0.09746963924167959	0.10416675762020308	0.020833279766742277	0.006696393089377245	0.02083317968283206	0.002232166726889741	0.0	0.0	0.08184487047082557	0.030506147443652	0.014881005518827827	0.0	0.02976183279848302	0.0	0.04241051158937539	0.0	0.4776799689664728	99466537412
15	0.09662348606577405	0.11272716145086441	0.07614701376852492	0.010389585853737912	0.025194878686027194	0.020995584415426195	0.004199165342971047	0.006277005394393779	0.00909089011982353	0.21411308881146324	0.03593076943644879	0.04428571330756058	0.031991416205883784	0.03558433718297725	0.02541130207361684	0.020735879577463173	0.013419907642726336	0.21688281466431697	338597578722
16	0.027777773332541625	0.0434027699677631	0.07986112215032264	0.027777773719541755	0.0	0.02604165762572174	0.0	0.010416667324665606	0.0	0.09027777330391151	0.031249987864288113	0.043402767029721324	0.0	0.031250001385598664	0.006944446186274097	0.04513888477421534	0.0	0.5364583753354345	42204981862
17	0.08808548200448747	0.06026166325818602	0.07293390413186407	0.025482055876064294	0.034917399044552426	0.01377411250247756	0.0022038709459480717	0.012052293210004525	0.0	0.18023435056225715	0.05998625548616819	0.039187369085040565	0.018939335444804386	0.034090932617437744	0.0251377093934123	0.04022031526690724	0.017355390476123285	0.2751375606942647	212845313347
18	0.13453129757890375	0.1733014707325461	0.03983186118025129	0.008474403373500283	0.005296598782284041	0.016595512556784382	0.004943899586006066	0.0045903002266264314	0.004237361724159209	0.1766334210131666	0.03375635862831734	0.05232980655167227	0.08008489766136544	0.04216060266239374	0.0022598938603504426	0.017584767099817884	0.003530997543662687	0.19985654923819204	206465268710
