242	0
302	1
377	2
51	3
346	4
474	5
265	6
465	7
451	8
86	9
257	10
1014	11
222	12
40	13
29	14
785	15
387	16
274	17
1042	18
1184	19
392	20
486	21
144	22
118	23
1	24
546	25
95	26
768	27
277	28
234	29
246	30
98	31
193	32
88	33
194	34
1081	35
603	36
796	37
32	38
16	39
304	40
979	41
564	42
327	43
201	44
1137	45
241	46
4	47
332	48
100	49
432	50
322	51
181	52
196	53
679	54
384	55
143	56
423	57
515	58
20	59
288	60
219	61
526	62
919	63
26	64
232	65
427	66
512	67
15	68
1049	69
416	70
165	71
690	72
248	73
1444	74
5	75
229	76
237	77
480	78
54	79
366	80
518	81
403	82
111	83
625	84
338	85
25	86
1016	87
154	88
275	89
1153	90
498	91
382	92
209	93
23	94
294	95
208	96
685	97
328	98
496	99
132	100
174	101
96	102
151	103
307	104
648	105
21	106
832	107
514	108
789	109
485	110
317	111
195	112
200	113
385	114
750	115
264	116
245	117
135	118
1147	119
471	120
658	121
140	122
379	123
815	124
479	125
368	126
1211	127
1134	128
836	129
272	130
756	131
787	132
14	133
955	134
419	135
405	136
504	137
466	138
268	139
117	140
273	141
559	142
794	143
323	144
177	145
231	146
2	147
137	148
1336	149
164	150
281	151
1240	152
298	153
443	154
1035	155
79	156
258	157
455	158
755	159
673	160
172	161
1217	162
719	163
1267	164
930	165
216	166
1079	167
452	168
61	169
48	170
360	171
77	172
476	173
483	174
748	175
220	176
255	177
280	178
202	179
408	180
235	181
228	182
1098	183
347	184
178	185
478	186
688	187
10	188
127	189
106	190
69	191
944	192
790	193
1091	194
214	195
1028	196
554	197
109	198
171	199
318	200
568	201
842	202
65	203
591	204
401	205
339	206
746	207
68	208
7	209
1018	210
218	211
623	212
334	213
344	214
145	215
56	216
89	217
141	218
576	219
133	220
153	221
813	222
872	223
146	224
507	225
367	226
468	227
595	228
11	229
520	230
82	231
501	232
3	233
695	234
198	235
189	236
767	237
705	238
64	239
357	240
484	241
508	242
303	243
215	244
749	245
829	246
204	247
1295	248
33	249
160	250
321	251
343	252
227	253
191	254
903	255
183	256
724	257
430	258
1197	259
134	260
751	261
212	262
256	263
662	264
984	265
1067	266
410	267
879	268
271	269
1086	270
649	271
951	272
197	273
678	274
199	275
709	276
169	277
597	278
1393	279
333	280
1115	281
577	282
378	283
425	284
959	285
1224	286
1017	287
175	288
286	289
558	290
66	291
206	292
402	293
640	294
522	295
62	296
12	297
291	298
462	299
612	300
758	301
845	302
163	303
1451	304
250	305
823	306
186	307
731	308
71	309
781	310
176	311
1181	312
78	313
436	314
631	315
716	316
188	317
699	318
604	319
97	320
173	321
460	322
715	323
17	324
315	325
505	326
279	327
80	328
238	329
60	330
325	331
407	332
531	333
587	334
892	335
1047	336
47	337
217	338
259	339
596	340
960	341
211	342
938	343
1060	344
404	345
305	346
210	347
278	348
770	349
252	350
156	351
1110	352
350	353
431	354
475	355
182	356
50	357
365	358
187	359
289	360
185	361
712	362
94	363
742	364
762	365
732	366
168	367
550	368
849	369
406	370
150	371
869	372
184	373
371	374
720	375
873	376
381	377
922	378
57	379
306	380
370	381
249	382
721	383
611	384
142	385
943	386
126	387
824	388
8	389
58	390
680	391
741	392
1061	393
448	394
900	395
941	396
905	397
55	398
744	399
642	400
1015	401
121	402
301	403
81	404
284	405
740	406
22	407
864	408
1099	409
961	410
812	411
240	412
376	413
931	414
717	415
399	416
1039	417
1114	418
292	419
561	420
901	421
70	422
417	423
809	424
540	425
293	426
497	427
1462	428
1246	429
655	430
13	431
588	432
409	433
739	434
661	435
665	436
692	437
439	438
632	439
1198	440
609	441
225	442
128	443
866	444
295	445
49	446
707	447
586	448
593	449
147	450
1220	451
492	452
620	453
161	454
1070	455
449	456
948	457
509	458
870	459
39	460
1100	461
820	462
660	463
1022	464
120	465
780	466
44	467
686	468
28	469
729	470
52	471
230	472
506	473
566	474
774	475
1003	476
433	477
99	478
1288	479
190	480
1010	481
877	482
487	483
1052	484
287	485
659	486
927	487
696	488
269	489
179	490
440	491
806	492
572	493
654	494
324	495
736	496
92	497
461	498
129	499
9	500
152	501
233	502
589	503
203	504
1034	505
923	506
463	507
122	508
310	509
285	510
447	511
412	512
1428	513
977	514
1065	515
421	516
937	517
583	518
110	519
251	520
831	521
543	522
926	523
155	524
53	525
393	526
91	527
477	528
472	529
761	530
1286	531
93	532
644	533
982	534
491	535
511	536
397	537
162	538
513	539
375	540
38	541
418	542
131	543
87	544
725	545
72	546
663	547
1133	548
125	549
1248	550
354	551
105	552
73	553
239	554
860	555
1046	556
1178	557
523	558
634	559
1245	560
974	561
619	562
107	563
213	564
319	565
963	566
875	567
180	568
1033	569
380	570
59	571
1078	572
585	573
148	574
683	575
454	576
737	577
524	578
995	579
616	580
945	581
299	582
792	583
708	584
950	585
27	586
747	587
85	588
516	589
1063	590
682	591
221	592
1150	593
847	594
138	595
517	596
283	597
602	598
573	599
617	600
569	601
703	602
386	603
331	604
355	605
949	606
488	607
114	608
24	609
763	610
43	611
953	612
670	613
510	614
372	615
335	616
779	617
435	618
223	619
835	620
263	621
450	622
651	623
316	624
929	625
580	626
1041	627
424	628
429	629
868	630
1161	631
166	632
1162	633
1019	634
908	635
1160	636
676	637
1012	638
1209	639
693	640
282	641
253	642
428	643
363	644
300	645
1346	646
1119	647
674	648
411	649
527	650
1397	651
807	652
657	653
1142	654
113	655
426	656
1109	657
116	658
898	659
723	660
243	661
582	662
778	663
308	664
1007	665
641	666
1165	667
764	668
1011	669
1101	670
396	671
904	672
312	673
1048	674
627	675
571	676
552	677
1278	678
499	679
1057	680
207	681
309	682
671	683
83	684
482	685
276	686
1094	687
647	688
578	689
1021	690
886	691
1151	692
855	693
942	694
826	695
1044	696
254	697
290	698
848	699
542	700
581	701
1229	702
718	703
337	704
1107	705
539	706
821	707
364	708
553	709
313	710
1218	711
115	712
1129	713
493	714
36	715
205	716
102	717
1249	718
773	719
494	720
192	721
687	722
772	723
921	724
42	725
469	726
874	727
1216	728
1139	729
547	730
157	731
1208	732
1157	733
808	734
906	735
535	736
470	737
714	738
939	739
738	740
525	741
340	742
1037	743
530	744
528	745
754	746
771	747
226	748
1383	749
745	750
1316	751
846	752
605	753
575	754
1284	755
1298	756
529	757
743	758
840	759
244	760
760	761
1006	762
1228	763
1095	764
34	765
103	766
441	767
90	768
1005	769
863	770
473	771
1281	772
356	773
630	774
793	775
766	776
1206	777
980	778
1263	779
1376	780
1182	781
457	782
710	783
615	784
101	785
697	786
1199	787
395	788
983	789
684	790
971	791
1116	792
267	793
556	794
853	795
311	796
1073	797
975	798
361	799
704	800
997	801
260	802
990	803
969	804
167	805
650	806
320	807
63	808
965	809
652	810
1059	811
882	812
1164	813
1207	814
786	815
614	816
810	817
1222	818
139	819
769	820
765	821
67	822
624	823
1001	824
797	825
883	826
752	827
1315	828
560	829
345	830
1194	831
464	832
932	833
1179	834
536	835
369	836
1250	837
880	838
629	839
775	840
1289	841
544	842
170	843
1518	844
413	845
618	846
326	847
123	848
628	849
262	850
31	851
1180	852
414	853
490	854
453	855
149	856
827	857
124	858
570	859
843	860
844	861
420	862
590	863
1230	864
1324	865
895	866
1149	867
567	868
606	869
816	870
672	871
584	872
521	873
728	874
689	875
329	876
859	877
456	878
791	879
159	880
489	881
1266	882
1416	883
988	884
636	885
1411	886
533	887
1394	888
819	889
495	890
1093	891
30	892
314	893
958	894
841	895
702	896
1020	897
947	898
1000	899
104	900
1322	901
622	902
481	903
532	904
915	905
502	906
1291	907
330	908
802	909
37	910
1025	911
266	912
727	913
828	914
548	915
1132	916
993	917
136	918
996	919
562	920
653	921
74	922
45	923
867	924
876	925
158	926
1183	927
1118	928
500	929
610	930
887	931
1299	932
918	933
41	934
1066	935
336	936
1117	937
1169	938
1262	939
348	940
270	941
1053	942
374	943
621	944
607	945
1030	946
700	947
297	948
925	949
928	950
394	951
549	952
999	953
1471	954
341	955
1009	956
391	957
467	958
811	959
805	960
519	961
1036	962
84	963
894	964
574	965
1113	966
638	967
1314	968
1131	969
1069	970
1084	971
1407	972
878	973
1242	974
359	975
579	976
884	977
691	978
954	979
261	980
1112	981
1090	982
445	983
108	984
635	985
1135	986
76	987
1082	988
1215	989
1328	990
1013	991
1170	992
1265	993
735	994
352	995
833	996
722	997
434	998
801	999
